x,y,Prediction,Target,Hits,Hits Labeled
-20.284761,95.3192,3,3,1,Correct Predictions
-26.523884,37.54184,1,1,1,Correct Predictions
22.87692,-55.06655,3,2,0,Incorrect Predictions
51.614014,19.703806,3,2,0,Incorrect Predictions
63.786156,-8.422113,2,2,1,Correct Predictions
1.875964,-22.924074,2,2,1,Correct Predictions
-51.159386,-58.380867,4,4,1,Correct Predictions
-75.585266,35.076637,1,1,1,Correct Predictions
-43.921597,9.704643,1,1,1,Correct Predictions
-49.613728,75.3841,1,1,1,Correct Predictions
7.108394,-33.46858,2,2,1,Correct Predictions
-68.93502,-30.457321,4,4,1,Correct Predictions
38.05019,-6.101075,2,2,1,Correct Predictions
-20.410257,-18.282528,2,2,1,Correct Predictions
81.179985,35.029312,3,3,1,Correct Predictions
68.174034,-5.0135145,2,2,1,Correct Predictions
-74.32768,50.159817,1,1,1,Correct Predictions
-90.329414,27.936329,1,1,1,Correct Predictions
-83.79555,-50.371742,4,4,1,Correct Predictions
51.14538,39.93091,3,3,1,Correct Predictions
50.28135,-73.13291,3,3,1,Correct Predictions
79.547646,-8.53709,2,2,1,Correct Predictions
52.43212,29.188465,2,2,1,Correct Predictions
37.49837,-43.49004,2,2,1,Correct Predictions
18.536467,-1.7702413,2,2,1,Correct Predictions
66.694244,-45.313377,2,2,1,Correct Predictions
76.55381,-23.47647,2,2,1,Correct Predictions
-31.843052,18.68617,1,1,1,Correct Predictions
-34.789467,4.0172887,1,1,1,Correct Predictions
-53.460583,74.88279,1,1,1,Correct Predictions
-45.084908,61.80281,1,1,1,Correct Predictions
64.73619,2.5323896,2,2,1,Correct Predictions
-36.911816,-12.513821,3,3,1,Correct Predictions
-16.766237,-62.673115,4,4,1,Correct Predictions
22.011656,-9.578878,3,3,1,Correct Predictions
61.912605,74.30644,3,3,1,Correct Predictions
59.476643,-29.8906,2,2,1,Correct Predictions
18.622972,86.29523,3,3,1,Correct Predictions
52.740402,56.031815,3,3,1,Correct Predictions
21.0725,-32.607864,2,2,1,Correct Predictions
76.13146,19.007349,3,3,1,Correct Predictions
-65.93592,-26.99747,3,3,1,Correct Predictions
-11.477919,-0.4733627,2,2,1,Correct Predictions
31.36667,2.9739683,2,2,1,Correct Predictions
52.54997,49.75492,3,3,1,Correct Predictions
33.701965,-7.153713,3,2,0,Incorrect Predictions
51.113167,38.458046,3,3,1,Correct Predictions
27.924154,2.9440303,2,2,1,Correct Predictions
34.617443,-95.09382,3,3,1,Correct Predictions
-8.29012,-93.30558,4,4,1,Correct Predictions
-81.02227,33.202446,1,1,1,Correct Predictions
63.093338,-46.572548,2,2,1,Correct Predictions
5.1107283,30.453966,2,2,1,Correct Predictions
-86.61845,22.169273,1,1,1,Correct Predictions
-54.09554,76.86525,1,1,1,Correct Predictions
-6.9557233,63.056206,3,3,1,Correct Predictions
50.41581,-73.142365,3,3,1,Correct Predictions
-65.33042,-78.396286,4,4,1,Correct Predictions
20.222456,-58.29804,3,2,0,Incorrect Predictions
-31.28591,-73.33213,4,4,1,Correct Predictions
59.4295,9.100167,2,3,0,Incorrect Predictions
4.4043093,-26.826908,2,2,1,Correct Predictions
-92.530945,-34.92746,4,4,1,Correct Predictions
56.369457,3.6900823,2,2,1,Correct Predictions
6.4054737,-1.7765911,3,3,1,Correct Predictions
-74.16749,41.89385,1,1,1,Correct Predictions
-10.400826,-92.7906,4,4,1,Correct Predictions
40.284157,94.56179,3,3,1,Correct Predictions
-1.262503,-51.477806,4,2,0,Incorrect Predictions
-80.14272,13.67208,1,1,1,Correct Predictions
74.38781,29.143024,2,2,1,Correct Predictions
-43.50874,-50.28919,4,4,1,Correct Predictions
54.363403,52.01335,3,3,1,Correct Predictions
5.11717,-76.52895,4,2,0,Incorrect Predictions
13.621136,30.690845,3,3,1,Correct Predictions
1.2676766,-39.483063,2,2,1,Correct Predictions
34.201538,32.19503,3,3,1,Correct Predictions
15.917969,28.831087,3,3,1,Correct Predictions
-12.9638605,-73.13519,4,4,1,Correct Predictions
7.251345,-69.37357,2,2,1,Correct Predictions
-72.61564,-5.8063784,3,4,0,Incorrect Predictions
19.32104,-29.232515,2,2,1,Correct Predictions
-30.988314,-40.755768,4,4,1,Correct Predictions
-38.28133,-34.502888,4,4,1,Correct Predictions
16.100658,-37.353844,2,2,1,Correct Predictions
29.089516,-2.3624876,2,2,1,Correct Predictions
38.514256,34.52154,3,2,0,Incorrect Predictions
29.813225,-62.350533,2,2,1,Correct Predictions
-90.03264,-5.1526613,3,3,1,Correct Predictions
-8.573196,64.74756,3,3,1,Correct Predictions
-31.231363,86.31124,3,3,1,Correct Predictions
-24.95937,24.61728,1,1,1,Correct Predictions
27.5982,-53.0115,2,2,1,Correct Predictions
11.642447,-87.016846,4,4,1,Correct Predictions
-13.374311,78.30395,3,3,1,Correct Predictions
5.925793,59.116703,3,3,1,Correct Predictions
47.154427,-55.1261,2,2,1,Correct Predictions
-75.71027,-58.917515,4,4,1,Correct Predictions
-23.122496,86.221886,3,3,1,Correct Predictions
-18.569824,17.33976,1,4,0,Incorrect Predictions
25.047323,-17.434893,2,2,1,Correct Predictions
-63.33334,21.47456,1,1,1,Correct Predictions
-43.24051,-5.8356175,1,1,1,Correct Predictions
-34.052437,-91.85199,4,4,1,Correct Predictions
77.190796,-31.97577,2,2,1,Correct Predictions
-53.07843,26.283802,1,1,1,Correct Predictions
18.829172,-3.9875364,2,2,1,Correct Predictions
-25.01886,90.600555,3,3,1,Correct Predictions
18.875723,13.225692,3,3,1,Correct Predictions
-40.844074,-94.29904,4,4,1,Correct Predictions
-55.95115,-31.199108,4,4,1,Correct Predictions
-92.39462,47.331425,1,1,1,Correct Predictions
1.330758,-96.02681,4,4,1,Correct Predictions
62.409576,-38.1642,2,2,1,Correct Predictions
67.86439,63.71183,3,3,1,Correct Predictions
-40.500195,0.58418864,1,1,1,Correct Predictions
93.74476,21.530582,3,3,1,Correct Predictions
8.8647375,81.25148,3,3,1,Correct Predictions
-53.142754,-78.88375,4,4,1,Correct Predictions
-54.006847,69.37802,1,1,1,Correct Predictions
6.8276696,45.372066,2,2,1,Correct Predictions
-58.838352,-59.049,4,4,1,Correct Predictions
-8.675555,8.472134,1,3,0,Incorrect Predictions
58.82679,58.31015,3,3,1,Correct Predictions
-37.17628,64.99442,1,1,1,Correct Predictions
32.998554,69.18999,3,3,1,Correct Predictions
41.81692,-21.58432,2,2,1,Correct Predictions
-25.1029,-102.32764,4,4,1,Correct Predictions
-37.83967,-85.72922,4,4,1,Correct Predictions
49.584705,37.818363,3,3,1,Correct Predictions
16.552858,-38.170967,2,2,1,Correct Predictions
48.974808,8.978002,2,2,1,Correct Predictions
9.240852,-94.22084,4,4,1,Correct Predictions
83.57957,-36.37335,2,2,1,Correct Predictions
-72.94304,0.6815399,3,3,1,Correct Predictions
15.155357,64.20819,3,3,1,Correct Predictions
30.235203,-31.078663,2,2,1,Correct Predictions
20.558498,-68.17636,3,3,1,Correct Predictions
3.9387228,-76.69694,4,2,0,Incorrect Predictions
-11.085282,64.55364,3,3,1,Correct Predictions
14.775907,-38.334938,2,2,1,Correct Predictions
52.038956,-55.9113,2,2,1,Correct Predictions
-22.54491,-8.110427,3,3,1,Correct Predictions
-73.05551,-22.484055,3,3,1,Correct Predictions
-35.916748,-90.266174,4,4,1,Correct Predictions
43.317196,59.713116,3,3,1,Correct Predictions
63.72353,75.40135,3,3,1,Correct Predictions
-49.30054,27.329636,1,1,1,Correct Predictions
75.49216,-38.974926,2,2,1,Correct Predictions
29.527843,42.937733,1,2,0,Incorrect Predictions
39.10072,-5.3691354,2,2,1,Correct Predictions
9.981653,-57.280567,3,3,1,Correct Predictions
54.130386,-24.425598,2,2,1,Correct Predictions
16.672907,40.170967,3,3,1,Correct Predictions
62.00192,-36.21471,2,2,1,Correct Predictions
-9.204388,42.306828,3,3,1,Correct Predictions
30.579493,-84.93368,3,3,1,Correct Predictions
-91.17128,-5.813921,3,3,1,Correct Predictions
48.01317,-20.863258,2,2,1,Correct Predictions
4.695783,50.05126,2,3,0,Incorrect Predictions
45.644592,15.738878,3,3,1,Correct Predictions
-56.21708,-62.219425,4,4,1,Correct Predictions
-72.70254,-42.518295,4,4,1,Correct Predictions
15.074531,66.99801,3,3,1,Correct Predictions
47.984287,82.46437,3,3,1,Correct Predictions
-69.8014,31.346682,1,1,1,Correct Predictions
-24.39324,80.529564,3,3,1,Correct Predictions
39.12571,90.50697,3,3,1,Correct Predictions
79.27788,-13.075259,2,2,1,Correct Predictions
75.43021,39.557335,3,3,1,Correct Predictions
56.14671,78.47375,3,3,1,Correct Predictions
12.114967,-59.09239,3,3,1,Correct Predictions
13.911044,67.07658,3,3,1,Correct Predictions
-52.155224,-22.59398,4,4,1,Correct Predictions
-62.488865,-18.165333,3,3,1,Correct Predictions
-70.60562,-76.454445,4,4,1,Correct Predictions
52.19714,-52.784103,2,2,1,Correct Predictions
0.3981529,-48.630714,3,3,1,Correct Predictions
-11.824794,-45.997826,2,2,1,Correct Predictions
31.23974,33.969975,1,1,1,Correct Predictions
21.370193,-31.73155,2,2,1,Correct Predictions
-58.69201,31.482025,1,1,1,Correct Predictions
-17.72262,19.002985,1,1,1,Correct Predictions
24.349277,-62.589603,4,4,1,Correct Predictions
48.271244,-27.290966,2,2,1,Correct Predictions
4.655248,15.823975,3,3,1,Correct Predictions
-26.631084,-59.680637,4,4,1,Correct Predictions
-44.08487,-50.907417,4,4,1,Correct Predictions
-56.18686,-61.20449,4,4,1,Correct Predictions
21.959131,-7.463696,2,2,1,Correct Predictions
-8.906983,62.26415,3,3,1,Correct Predictions
-21.809675,1.0878662,1,1,1,Correct Predictions
-2.6756804,71.71877,3,3,1,Correct Predictions
-101.226265,-18.609238,4,4,1,Correct Predictions
-18.36723,85.82851,3,3,1,Correct Predictions
76.00817,6.4172792,2,2,1,Correct Predictions
-57.55217,24.182228,1,1,1,Correct Predictions
44.224648,49.790947,3,3,1,Correct Predictions
58.61149,-37.375164,2,2,1,Correct Predictions
6.0113034,-94.82598,4,4,1,Correct Predictions
-1.2290192,-15.435037,2,2,1,Correct Predictions
-27.988487,-56.950825,4,4,1,Correct Predictions
25.326271,-36.280712,2,2,1,Correct Predictions
-69.308235,0.1527996,3,3,1,Correct Predictions
-59.715492,-36.731853,4,4,1,Correct Predictions
-62.74118,20.17107,1,1,1,Correct Predictions
44.404396,-62.08333,2,2,1,Correct Predictions
-10.49268,32.26443,1,2,0,Incorrect Predictions
-49.453556,75.251076,1,1,1,Correct Predictions
-67.49232,-52.90711,4,4,1,Correct Predictions
-61.02609,-11.360722,3,3,1,Correct Predictions
-84.86102,34.847073,1,1,1,Correct Predictions
52.690334,19.64572,3,3,1,Correct Predictions
-43.79106,-36.58228,4,4,1,Correct Predictions
-77.353615,19.791119,1,1,1,Correct Predictions
-49.150703,53.56885,1,1,1,Correct Predictions
-19.560547,23.695292,2,2,1,Correct Predictions
37.2455,-12.560853,3,3,1,Correct Predictions
19.814726,48.01027,3,3,1,Correct Predictions
-76.82158,26.870949,1,1,1,Correct Predictions
24.842615,-33.57516,2,2,1,Correct Predictions
-19.168795,77.20021,3,3,1,Correct Predictions
79.42438,-9.225098,2,2,1,Correct Predictions
-18.854319,86.921684,3,3,1,Correct Predictions
10.321337,54.39892,3,3,1,Correct Predictions
30.887827,-53.497818,3,3,1,Correct Predictions
4.0714183,-79.39989,4,4,1,Correct Predictions
7.0041137,-43.68462,2,2,1,Correct Predictions
-12.552411,21.912024,4,4,1,Correct Predictions
-9.423034,69.39207,4,4,1,Correct Predictions
37.820103,69.5448,3,3,1,Correct Predictions
-83.42217,35.91509,1,1,1,Correct Predictions
9.007293,-26.58044,3,3,1,Correct Predictions
-21.989998,-7.875242,3,3,1,Correct Predictions
17.49648,87.748566,3,3,1,Correct Predictions
-46.574165,9.211291,1,1,1,Correct Predictions
52.1293,37.59039,3,3,1,Correct Predictions
-21.394773,1.3358096,1,3,0,Incorrect Predictions
9.759243,-17.944834,3,2,0,Incorrect Predictions
38.12911,-67.34658,2,2,1,Correct Predictions
-28.145334,-41.892097,4,4,1,Correct Predictions
-71.065865,-44.87896,4,4,1,Correct Predictions
-67.00907,-23.476618,3,3,1,Correct Predictions
42.11113,-64.513245,2,2,1,Correct Predictions
35.783413,24.868073,3,3,1,Correct Predictions
13.8616295,19.400595,3,2,0,Incorrect Predictions
10.851044,30.452696,3,3,1,Correct Predictions
-53.552124,79.25412,1,1,1,Correct Predictions
-11.692616,-10.21129,2,2,1,Correct Predictions
-53.21253,-72.2001,4,4,1,Correct Predictions
-53.420418,-58.160618,4,4,1,Correct Predictions
46.234825,45.55619,3,3,1,Correct Predictions
18.006203,-43.89909,2,2,1,Correct Predictions
28.357632,30.659864,3,3,1,Correct Predictions
16.111252,-58.919,3,3,1,Correct Predictions
-6.223361,-46.282913,3,2,0,Incorrect Predictions
-49.247185,-63.478764,4,4,1,Correct Predictions
19.75347,34.793,2,2,1,Correct Predictions
58.98974,-38.94339,2,2,1,Correct Predictions
-17.272287,-20.548271,2,2,1,Correct Predictions
64.71371,43.891605,3,3,1,Correct Predictions
49.29385,-44.684956,2,2,1,Correct Predictions
-61.04677,54.29877,1,1,1,Correct Predictions
0.47976848,-42.430504,3,3,1,Correct Predictions
46.738194,68.92021,3,3,1,Correct Predictions
6.3931346,1.9073585,3,3,1,Correct Predictions
-13.40306,-16.26713,2,2,1,Correct Predictions
-48.41726,-62.235065,4,4,1,Correct Predictions
-19.602646,-76.78794,4,4,1,Correct Predictions
-65.67651,9.382512,1,1,1,Correct Predictions
-47.61495,-36.367363,4,4,1,Correct Predictions
68.49675,-1.8831848,2,2,1,Correct Predictions
-37.725903,-61.776398,4,4,1,Correct Predictions
26.678228,-99.29143,3,3,1,Correct Predictions
-11.776062,45.646072,2,2,1,Correct Predictions
-3.9652476,-32.069126,2,2,1,Correct Predictions
36.088272,-16.940971,3,3,1,Correct Predictions
-33.965397,36.130833,1,1,1,Correct Predictions
53.890617,-11.382164,2,2,1,Correct Predictions
17.006226,-2.9387949,2,2,1,Correct Predictions
25.39411,30.769758,3,3,1,Correct Predictions
11.174131,9.763716,2,2,1,Correct Predictions
-29.609476,81.14687,3,3,1,Correct Predictions
4.114359,23.71231,1,3,0,Incorrect Predictions
0.7980743,-81.99941,4,4,1,Correct Predictions
63.85662,-21.052153,2,2,1,Correct Predictions
53.91305,34.2647,3,3,1,Correct Predictions
13.676082,25.33101,3,3,1,Correct Predictions
91.64271,-21.650719,2,2,1,Correct Predictions
-44.32006,-29.493675,4,4,1,Correct Predictions
34.830856,-95.88477,3,3,1,Correct Predictions
61.626503,-32.046787,2,2,1,Correct Predictions
-83.68133,-49.194115,4,4,1,Correct Predictions
56.692184,8.42564,2,2,1,Correct Predictions
77.055885,6.241057,2,2,1,Correct Predictions
-73.31975,53.176586,1,1,1,Correct Predictions
-64.15641,-45.986057,4,4,1,Correct Predictions
-22.26289,29.605446,1,1,1,Correct Predictions
17.768217,47.614223,3,3,1,Correct Predictions
-20.11064,-19.394075,2,2,1,Correct Predictions
10.417282,-50.345764,3,3,1,Correct Predictions
-23.158655,39.085415,1,1,1,Correct Predictions
-16.316933,78.43091,3,3,1,Correct Predictions
11.085373,-55.051445,3,3,1,Correct Predictions
-85.10442,10.289532,1,1,1,Correct Predictions
-56.534756,69.48877,1,1,1,Correct Predictions
18.878948,-24.430084,3,3,1,Correct Predictions
-18.388592,6.3437376,3,3,1,Correct Predictions
70.00007,-40.557888,2,2,1,Correct Predictions
21.765003,-56.563774,2,2,1,Correct Predictions
1.0560989,-0.24273807,3,3,1,Correct Predictions
-5.1218305,47.123688,3,3,1,Correct Predictions
-62.764225,20.181238,1,1,1,Correct Predictions
-69.35102,-76.81532,4,4,1,Correct Predictions
-57.29674,49.399307,1,1,1,Correct Predictions
18.742958,-60.567013,3,3,1,Correct Predictions
60.09214,-37.71863,2,2,1,Correct Predictions
14.146442,67.2361,3,3,1,Correct Predictions
-81.65599,-47.87655,4,4,1,Correct Predictions
-38.48654,-3.0618172,4,4,1,Correct Predictions
42.89777,-18.300222,2,2,1,Correct Predictions
1.483567,-95.97408,4,4,1,Correct Predictions
-1.4209607,-61.290993,2,2,1,Correct Predictions
-3.0111241,-35.59914,2,2,1,Correct Predictions
75.27243,-45.258774,2,2,1,Correct Predictions
13.450174,-51.476116,3,3,1,Correct Predictions
-63.298374,17.068787,1,1,1,Correct Predictions
23.980549,-33.04196,2,2,1,Correct Predictions
34.102665,4.1436305,2,2,1,Correct Predictions
60.718853,49.875774,3,3,1,Correct Predictions
-71.1518,-43.140804,4,4,1,Correct Predictions
-3.488062,29.9999,3,3,1,Correct Predictions
72.46796,60.679134,3,3,1,Correct Predictions
-2.8935156,39.31917,2,2,1,Correct Predictions
-26.602251,-9.088331,3,3,1,Correct Predictions
-81.618996,37.001656,1,1,1,Correct Predictions
-4.109743,25.197613,1,1,1,Correct Predictions
-57.229786,27.416473,1,1,1,Correct Predictions
30.276554,-54.949486,2,2,1,Correct Predictions
-2.5512862,-82.04263,4,4,1,Correct Predictions
-34.31871,-46.481613,4,4,1,Correct Predictions
38.98307,91.324455,3,3,1,Correct Predictions
-19.388706,-17.631308,2,2,1,Correct Predictions
-29.896965,18.987988,1,1,1,Correct Predictions
90.894394,40.89969,3,3,1,Correct Predictions
-24.895464,-87.89837,4,4,1,Correct Predictions
-32.46591,-14.726555,3,3,1,Correct Predictions
-14.210942,-94.40259,4,4,1,Correct Predictions
-89.06376,24.17555,1,1,1,Correct Predictions
81.225655,47.874557,3,3,1,Correct Predictions
-15.613968,-94.34458,4,4,1,Correct Predictions
44.4457,-20.024256,2,2,1,Correct Predictions
-36.187706,45.55427,1,1,1,Correct Predictions
-65.87425,8.574476,1,1,1,Correct Predictions
-90.92625,-9.773871,3,3,1,Correct Predictions
25.514902,27.27146,3,3,1,Correct Predictions
8.349077,-40.16795,2,2,1,Correct Predictions
32.073616,-93.18826,3,3,1,Correct Predictions
-63.773907,-37.812912,4,4,1,Correct Predictions
66.439674,40.430347,3,3,1,Correct Predictions
74.86661,43.9131,3,3,1,Correct Predictions
3.5554924,-34.665916,3,2,0,Incorrect Predictions
62.64407,-33.45869,2,2,1,Correct Predictions
14.2623415,-52.057896,3,3,1,Correct Predictions
20.827621,9.174502,2,2,1,Correct Predictions
-12.076821,-86.64787,4,4,1,Correct Predictions
37.23026,-25.56301,3,3,1,Correct Predictions
27.3451,28.735006,3,3,1,Correct Predictions
-32.94787,-83.056526,4,4,1,Correct Predictions
-60.254578,23.254244,1,1,1,Correct Predictions
18.344013,17.259478,3,3,1,Correct Predictions
21.313618,-15.211961,2,2,1,Correct Predictions
-72.458435,-9.790613,3,3,1,Correct Predictions
-70.85682,-36.221424,3,3,1,Correct Predictions
23.682863,25.518475,3,3,1,Correct Predictions
9.428103,-16.387445,4,4,1,Correct Predictions
63.37895,-23.372017,2,2,1,Correct Predictions
21.60855,32.674057,3,1,0,Incorrect Predictions
36.333485,74.38951,3,3,1,Correct Predictions
47.97758,-20.830011,2,2,1,Correct Predictions
-15.823219,88.35237,3,3,1,Correct Predictions
-35.54683,-81.79039,4,4,1,Correct Predictions
25.254913,-59.860626,2,2,1,Correct Predictions
-99.08724,-18.359528,4,4,1,Correct Predictions
65.260185,71.47836,3,3,1,Correct Predictions
19.28498,-2.7363474,2,2,1,Correct Predictions
48.027405,-67.48118,2,3,0,Incorrect Predictions
-76.269684,-0.122349024,3,3,1,Correct Predictions
49.05548,37.576374,3,3,1,Correct Predictions
30.572813,-84.90962,3,3,1,Correct Predictions
-27.506845,-45.129837,4,4,1,Correct Predictions
40.29301,39.668373,3,3,1,Correct Predictions
81.21706,53.298717,3,3,1,Correct Predictions
59.585064,40.346554,3,2,0,Incorrect Predictions
-42.683163,15.545206,1,1,1,Correct Predictions
-1.4646236,1.3653219,3,3,1,Correct Predictions
-53.779396,60.75389,1,1,1,Correct Predictions
40.233753,52.533947,3,2,0,Incorrect Predictions
25.30015,-36.287132,2,2,1,Correct Predictions
91.23886,42.515217,3,3,1,Correct Predictions
46.51893,-65.16128,2,2,1,Correct Predictions
43.126957,-13.934037,2,2,1,Correct Predictions
19.44122,-67.99543,3,3,1,Correct Predictions
45.101536,41.944622,3,3,1,Correct Predictions
30.57883,75.57692,3,4,0,Incorrect Predictions
-18.741985,6.586301,3,3,1,Correct Predictions
-47.244244,26.642368,1,1,1,Correct Predictions
61.357388,-20.044964,2,2,1,Correct Predictions
-18.4318,-22.824041,2,2,1,Correct Predictions
-14.688316,52.28778,4,4,1,Correct Predictions
28.602596,-91.45566,3,3,1,Correct Predictions
-29.568445,57.129566,1,1,1,Correct Predictions
-42.066788,48.402744,1,1,1,Correct Predictions
35.01834,65.8404,3,3,1,Correct Predictions
0.23298459,-78.67161,4,4,1,Correct Predictions
-56.748005,-4.4637313,3,3,1,Correct Predictions
-50.749226,65.97201,1,1,1,Correct Predictions
77.96289,3.2443328,2,2,1,Correct Predictions
34.65958,28.702965,3,3,1,Correct Predictions
-77.831726,-17.48869,3,3,1,Correct Predictions
-32.128693,28.33998,1,1,1,Correct Predictions
-40.733467,46.080605,1,1,1,Correct Predictions
19.511147,69.91719,3,3,1,Correct Predictions
-52.538666,-35.628834,4,4,1,Correct Predictions
-86.564186,45.1537,1,1,1,Correct Predictions
-91.00828,46.379646,1,1,1,Correct Predictions
24.890364,-61.044422,2,2,1,Correct Predictions
-48.299866,-71.96432,4,4,1,Correct Predictions
-25.242506,12.478495,1,1,1,Correct Predictions
72.07444,-2.7950675,2,2,1,Correct Predictions
32.78053,-10.367678,3,3,1,Correct Predictions
9.406016,18.5419,3,3,1,Correct Predictions
15.249185,90.048706,3,3,1,Correct Predictions
-0.5717501,90.55719,3,3,1,Correct Predictions
-61.68799,-2.4026034,1,1,1,Correct Predictions
44.51832,35.48447,3,3,1,Correct Predictions
95.43856,33.358334,3,3,1,Correct Predictions
50.147694,83.03628,3,3,1,Correct Predictions
-30.320728,23.405565,1,1,1,Correct Predictions
11.408524,-86.26423,4,4,1,Correct Predictions
-39.7637,22.56522,3,3,1,Correct Predictions
-38.937683,72.88248,1,1,1,Correct Predictions
18.073694,-65.225006,3,2,0,Incorrect Predictions
11.000443,54.83199,3,3,1,Correct Predictions
-35.214535,-88.05454,4,4,1,Correct Predictions
56.965153,-28.117579,2,2,1,Correct Predictions
30.825998,-86.24934,3,3,1,Correct Predictions
-87.03317,23.28648,1,1,1,Correct Predictions
-39.26737,45.029278,1,1,1,Correct Predictions
-36.715565,-59.74262,4,4,1,Correct Predictions
35.410423,45.82888,3,3,1,Correct Predictions
80.82391,-30.882357,2,2,1,Correct Predictions
35.59328,-37.89313,2,2,1,Correct Predictions
-41.91292,37.44497,1,1,1,Correct Predictions
-50.358234,12.623291,1,1,1,Correct Predictions
38.42418,74.946754,3,3,1,Correct Predictions
-2.6606865,41.81983,2,2,1,Correct Predictions
1.9626127,-38.991524,2,2,1,Correct Predictions
-37.290287,-88.767555,4,4,1,Correct Predictions
-34.141216,-91.85178,4,4,1,Correct Predictions
0.12733467,68.982254,3,3,1,Correct Predictions
36.3487,-93.1901,3,3,1,Correct Predictions
29.3695,-95.86533,3,3,1,Correct Predictions
37.27522,72.50326,3,3,1,Correct Predictions
24.119003,56.36163,3,3,1,Correct Predictions
-40.061302,68.90365,1,1,1,Correct Predictions
16.95941,-2.9819374,2,2,1,Correct Predictions
-86.21496,-46.155483,4,4,1,Correct Predictions
18.237795,-13.036384,2,2,1,Correct Predictions
-18.181114,-51.724827,4,4,1,Correct Predictions
-41.334705,-48.09894,4,4,1,Correct Predictions
-10.133727,-45.040047,4,4,1,Correct Predictions
20.31649,48.16926,3,3,1,Correct Predictions
50.084225,-37.117626,2,2,1,Correct Predictions
82.52123,31.821144,3,3,1,Correct Predictions
-7.656307,-32.85211,4,4,1,Correct Predictions
-72.55076,-29.877882,3,3,1,Correct Predictions
-72.51621,-29.911695,3,3,1,Correct Predictions
-27.77177,14.2413,1,1,1,Correct Predictions
-89.43976,7.8946114,1,1,1,Correct Predictions
-65.65875,8.622692,1,1,1,Correct Predictions
72.427666,16.707903,3,2,0,Incorrect Predictions
-31.183939,-4.7749763,3,1,0,Incorrect Predictions
-28.268642,28.197353,1,3,0,Incorrect Predictions
-12.336487,86.00405,3,3,1,Correct Predictions
-20.320719,4.151627,3,1,0,Incorrect Predictions
-61.630714,77.474365,1,1,1,Correct Predictions
0.69829327,5.1580086,3,3,1,Correct Predictions
-11.081842,11.186012,2,3,0,Incorrect Predictions
57.06297,28.375238,3,3,1,Correct Predictions
0.65450627,-93.367836,4,4,1,Correct Predictions
-63.9593,-8.068135,3,3,1,Correct Predictions
-47.938198,-20.543264,4,4,1,Correct Predictions
88.61541,-36.839737,2,2,1,Correct Predictions
30.71637,46.408176,2,3,0,Incorrect Predictions
-1.6499422,-65.02864,2,2,1,Correct Predictions
-57.005356,-54.657177,4,4,1,Correct Predictions
-33.230587,59.203503,1,1,1,Correct Predictions
26.476938,65.85507,3,3,1,Correct Predictions
25.122673,-34.609974,2,2,1,Correct Predictions
-86.49288,25.431604,1,1,1,Correct Predictions
47.525036,-30.054947,2,2,1,Correct Predictions
36.961197,-91.995186,3,3,1,Correct Predictions
-92.3722,-9.662553,3,3,1,Correct Predictions
25.325846,0.20552209,2,2,1,Correct Predictions
-1.6286706,63.071117,3,3,1,Correct Predictions
30.34137,83.21057,3,3,1,Correct Predictions
-62.362087,35.01339,1,1,1,Correct Predictions
20.357761,62.445953,3,3,1,Correct Predictions
51.504734,83.05223,3,3,1,Correct Predictions
-59.583393,40.70307,1,1,1,Correct Predictions
26.978186,24.493807,3,3,1,Correct Predictions
-2.9314456,72.38458,3,3,1,Correct Predictions
-69.73136,34.465305,1,1,1,Correct Predictions
54.014904,75.55498,3,3,1,Correct Predictions
-24.861868,-87.81019,4,4,1,Correct Predictions
-21.846638,-20.636251,2,2,1,Correct Predictions
39.47603,53.976803,3,4,0,Incorrect Predictions
-43.78452,-16.984318,4,4,1,Correct Predictions
81.20819,52.990128,3,3,1,Correct Predictions
-45.537724,13.395525,1,1,1,Correct Predictions
-46.046658,43.372894,1,1,1,Correct Predictions
45.254936,-48.68466,2,2,1,Correct Predictions
-36.898552,-43.100563,4,4,1,Correct Predictions
-57.876026,69.24958,1,1,1,Correct Predictions
18.084333,83.16046,3,3,1,Correct Predictions
-22.821867,68.978226,3,3,1,Correct Predictions
-43.610905,23.450518,1,1,1,Correct Predictions
-69.48127,7.8247576,1,1,1,Correct Predictions
16.038748,2.9319897,2,2,1,Correct Predictions
-11.34264,-86.743,4,4,1,Correct Predictions
-13.046267,28.82656,1,1,1,Correct Predictions
48.040398,-20.926441,2,2,1,Correct Predictions
57.40487,-11.868129,2,2,1,Correct Predictions
-70.96982,55.02316,1,2,0,Incorrect Predictions
44.196415,-67.58741,2,2,1,Correct Predictions
75.057365,-13.683435,2,2,1,Correct Predictions
27.73303,103.09771,4,4,1,Correct Predictions
20.623066,-85.39158,3,2,0,Incorrect Predictions
9.970026,-38.161243,3,3,1,Correct Predictions
-4.7496367,32.156433,3,3,1,Correct Predictions
-22.601389,-8.9130945,3,3,1,Correct Predictions
-51.47516,-52.859043,4,4,1,Correct Predictions
-49.229942,-16.529703,4,4,1,Correct Predictions
80.82694,33.72839,3,3,1,Correct Predictions
27.763311,-25.520704,2,2,1,Correct Predictions
-1.5783515,-38.41133,3,3,1,Correct Predictions
-70.86394,-3.5412881,3,3,1,Correct Predictions
-47.47824,-9.057387,3,3,1,Correct Predictions
-75.836845,-12.032453,3,3,1,Correct Predictions
-23.686985,-54.63864,4,4,1,Correct Predictions
-9.208977,-27.282421,4,4,1,Correct Predictions
71.68129,-39.802765,2,2,1,Correct Predictions
